std_A, std_K, mean_A, mean_k, p50, p90, p99, percentile for 0.05 coe, percentile for 0.08 coe, percentile for 0.10 coe, percentile for 0.15 coe, standard deviation
0.5, 0.05, 7, 1.5, 0.11910809903, 0.140513587702, 0.152119627585, 0.01, 0.01, 5.08, 98.42, 0.0140835240112
0.5, 0.05, 7, 1.75, 0.1254988201, 0.152359268766, 0.16776601829, 0.01, 0.01, 2.9, 87.77, 0.0176646023872
0.5, 0.05, 7, 2.0, 0.13226603446, 0.16441772615, 0.183762368798, 0.01, 0.01, 1.49, 81.67, 0.0211295578042
0.5, 0.05, 7, 2.25, 0.13892994397, 0.17599385828, 0.199106392048, 0.01, 0.01, 0.85, 72.1, 0.0244052916509
0.5, 0.05, 7, 2.5, 0.14521567524, 0.186598084952, 0.213043296148, 0.01, 0.01, 0.35, 56.49, 0.0273496378618
0.5, 0.05, 7, 2.75, 0.15094760208, 0.195887964286, 0.225084558337, 0.01, 0.01, 0.01, 46.68, 0.0298534465519
0.5, 0.05, 7, 3.0, 0.15600279793, 0.203584689662, 0.235071086859, 0.01, 0.01, 0.01, 43.85, 0.031880930509
0.5, 0.05, 8, 1.5, 0.09688465999, 0.108460514738, 0.115152807229, 0.01, 0.01, 68.05, None, 0.00803271466106
0.5, 0.05, 8, 1.75, 0.097921711197, 0.112210322406, 0.120513417487, 0.01, 0.16, 57.45, None, 0.00978133055894
0.5, 0.05, 8, 2.0, 0.099742986888, 0.116400611442, 0.126356250154, 0.01, 0.66, 51.5, None, 0.0113600209793
0.5, 0.05, 8, 2.25, 0.10169570278, 0.120540954362, 0.132105096209, 0.01, 0.83, 44.7, None, 0.0128191320711
0.5, 0.05, 8, 2.5, 0.10361082148, 0.12448413685, 0.137551943176, 0.01, 0.91, 40.42, None, 0.0141762765385
0.5, 0.05, 8, 2.75, 0.10544125903, 0.128111292696, 0.142553527347, 0.01, 0.95, 37.16, None, 0.0154129474775
0.5, 0.05, 8, 3.0, 0.10715629533, 0.131307157652, 0.147004910445, 0.01, 0.96, 34.82, 99.63, 0.0165076954065
0.5, 0.05, 9, 1.5, 0.083625440627, 0.0898975811928, 0.0945771106698, 0.01, 23.29, None, None, 0.00495400058739
0.5, 0.05, 9, 1.75, 0.081869869099, 0.0899029706266, 0.0951132474335, 0.01, 39.97, None, None, 0.00589764773486
0.5, 0.05, 9, 2.0, 0.081242606263, 0.0905711553954, 0.0964885695212, 0.01, 44.33, None, None, 0.00670846781851
0.5, 0.05, 9, 2.25, 0.081256749299, 0.0913696920014, 0.0979914760459, 0.01, 44.12, None, None, 0.00732543646667
0.5, 0.05, 9, 2.5, 0.08119971093, 0.0922054973638, 0.0995199241438, 0.01, 44.41, 99.22, None, 0.00793560611049
0.5, 0.05, 9, 2.75, 0.080964886385, 0.0930606127406, 0.10104268161, 0.01, 45.47, 98.57, None, 0.00858205048446
0.5, 0.05, 9, 3.0, 0.080995695268, 0.0938611255512, 0.102439376626, 0.01, 45.51, 98.05, None, 0.00910700233127
0.5, 0.1, 5, 1.5, 0.23571704038, 0.354776617978, 0.421350911152, 0.01, 0.01, 0.01, 0.01, 0.0671334723711
0.5, 0.1, 5, 1.75, 0.28538432426, 0.43963357877, 0.531648502707, 0.01, 0.01, 0.01, 0.01, 0.0904516118298
0.5, 0.1, 5, 2.0, 0.33499980119, 0.523713489298, 0.637511408376, 0.01, 0.01, 0.01, 0.01, 0.112740467134
0.5, 0.1, 5, 2.25, 0.3789607673, 0.596119355188, 0.739880790963, 0.01, 0.01, 0.01, 0.01, 0.132163588652
0.5, 0.1, 5, 2.5, 0.41617119249, 0.656752851486, 0.828174672003, 0.01, 0.01, 0.01, 0.01, 0.148472542285
0.5, 0.1, 5, 2.75, 0.44673545763, 0.706557159696, 0.90222666033, 0.01, 0.01, 0.01, 0.01, 0.162095705672
0.5, 0.1, 5, 3.0, 0.47123066437, 0.747158270302, 0.963866832371, 0.01, 0.01, 0.01, 0.01, 0.173487831185
0.5, 0.1, 6, 1.5, 0.15676549879, 0.205016312292, 0.230144845461, 0.01, 0.01, 0.01, 36.93, 0.0284720924335
0.5, 0.1, 6, 1.75, 0.17608648998, 0.236114098008, 0.269339245555, 0.01, 0.01, 0.01, 18.76, 0.036832323249
0.5, 0.1, 6, 2.0, 0.1943906767, 0.26780789102, 0.308083439001, 0.01, 0.01, 0.01, 12.8, 0.0450409125586
0.5, 0.1, 6, 2.25, 0.21226064798, 0.29634199123, 0.345286722014, 0.01, 0.01, 0.01, 5.6, 0.0524624978798
0.5, 0.1, 6, 2.5, 0.22785438128, 0.320877058922, 0.378383431108, 0.01, 0.01, 0.01, 2.63, 0.0586644962509
0.5, 0.1, 6, 2.75, 0.24151138645, 0.341008527598, 0.405521675796, 0.01, 0.01, 0.01, 1.32, 0.0635865625776
0.5, 0.1, 6, 3.0, 0.25276752152, 0.357098371672, 0.427256968934, 0.01, 0.01, 0.01, 0.65, 0.0674057081898
0.5, 0.1, 7, 1.5, 0.11928998387, 0.141006933628, 0.152662231709, 0.01, 0.01, 5.11, 97.2, 0.0142923443706
0.5, 0.1, 7, 1.75, 0.12493434756, 0.1531648335, 0.167571222939, 0.01, 0.01, 3.2, 86.31, 0.0178612806324
0.5, 0.1, 7, 2.0, 0.13179185489, 0.165198086332, 0.182627221403, 0.01, 0.01, 1.56, 80.88, 0.0212834393132
0.5, 0.1, 7, 2.25, 0.13841576898, 0.176715136424, 0.19792905838, 0.01, 0.01, 0.9, 76.71, 0.0245133681229
0.5, 0.1, 7, 2.5, 0.14473826539, 0.18723529916, 0.212001232282, 0.01, 0.01, 0.38, 58.73, 0.0274175329854
0.5, 0.1, 7, 2.75, 0.15051910431, 0.196428499986, 0.22420460775, 0.01, 0.01, 0.01, 46.25, 0.0298897384408
0.5, 0.1, 7, 3.0, 0.15563063508, 0.204156144406, 0.234353948384, 0.01, 0.01, 0.01, 42.21, 0.0318949408307
0.5, 0.1, 8, 1.5, 0.096876349881, 0.108698321102, 0.114783896788, 0.01, 0.01, 68.1, None, 0.00808508306943
0.5, 0.1, 8, 1.75, 0.097797404728, 0.11248764566, 0.120054104389, 0.01, 0.11, 58.84, None, 0.00981301275334
0.5, 0.1, 8, 2.0, 0.099590511168, 0.116677285934, 0.125889084424, 0.01, 0.64, 52.55, None, 0.0113852524553
0.5, 0.1, 8, 2.25, 0.10154222726, 0.120805861268, 0.13165478569, 0.01, 0.83, 44.11, None, 0.0128377343038
0.5, 0.1, 8, 2.5, 0.10346248512, 0.12473116795, 0.137131773369, 0.01, 0.91, 40.35, None, 0.0141885490654
0.5, 0.1, 8, 2.75, 0.10530078566, 0.128365656464, 0.142173856545, 0.01, 0.95, 38.07, None, 0.0154196795835
0.5, 0.1, 8, 3.0, 0.10702591226, 0.13164220578, 0.146672497042, 0.01, 0.96, 34.73, 99.72, 0.0165099000058
0.5, 0.1, 9, 1.5, 0.083853151156, 0.0904650730598, 0.0946033626998, 0.01, 22.3, None, None, 0.00511232779671
0.5, 0.1, 9, 1.75, 0.082012371979, 0.0900370095944, 0.095020681019, 0.01, 39.96, None, None, 0.0059266535665
0.5, 0.1, 9, 2.0, 0.08127238971, 0.0907413615334, 0.0963647293843, 0.01, 44.36, None, None, 0.00671265185168
0.5, 0.1, 9, 2.25, 0.081053196602, 0.0915822625502, 0.0979057133956, 0.01, 45.07, None, None, 0.00739693495865
0.5, 0.1, 9, 2.5, 0.080977883822, 0.092427191414, 0.099441935686, 0.01, 45.35, 99.27, None, 0.00801243923416
0.5, 0.1, 9, 2.75, 0.080964042236, 0.093250323212, 0.100925123487, 0.01, 45.48, 98.6, None, 0.00858044436647
0.5, 0.1, 9, 3.0, 0.080992039732, 0.0940419958882, 0.102329468468, 0.01, 45.5, 98.07, None, 0.00910516301722
1, 0.025, 5, 1.5, 0.26177373966, 0.587703477176, 1.05042479215, 0.01, 0.01, 0.01, 12.72, 0.212255501554
1, 0.025, 5, 1.75, 0.31547027846, 0.772531644826, 1.4807717413, 0.01, 0.01, 0.01, 5.8, 0.306629864974
1, 0.025, 5, 2.0, 0.36884529763, 0.947244095614, 1.92294882197, 0.01, 0.01, 0.01, 3.52, 0.402217678146
1, 0.025, 5, 2.25, 0.41709441829, 1.10366712478, 2.36075035832, 0.01, 0.01, 0.01, 1.7, 0.495362208689
1, 0.025, 5, 2.5, 0.45784247206, 1.2404202324, 2.78860733757, 0.01, 0.01, 0.01, 1.16, 0.585421691325
1, 0.025, 5, 2.75, 0.49102186593, 1.35877654456, 3.2042767447, 0.01, 0.01, 0.01, 0.76, 0.672455362932
1, 0.025, 5, 3.0, 0.51763730844, 1.46061330776, 3.6070207372, 0.01, 0.01, 0.01, 0.46, 0.756645506135
1, 0.025, 6, 1.5, 0.16742995943, 0.28686705646, 0.414097700934, 0.01, 0.01, 1.61, 38.63, 0.0744054759748
1, 0.025, 6, 1.75, 0.18764228353, 0.348103722236, 0.530842038754, 0.01, 0.01, 1.25, 29.01, 0.100888010174
1, 0.025, 6, 2.0, 0.20814836534, 0.40704793237, 0.644444005858, 0.01, 0.01, 0.88, 21.93, 0.126578945334
1, 0.025, 6, 2.25, 0.22760132353, 0.459388755248, 0.74541647282, 0.01, 0.01, 0.58, 18.3, 0.14925258964
1, 0.025, 6, 2.5, 0.2449656924, 0.50315520431, 0.831459258076, 0.01, 0.01, 0.34, 17.5, 0.168265520359
1, 0.025, 6, 2.75, 0.25967633417, 0.538716705608, 0.903620853074, 0.01, 0.01, 0.15, 16.9, 0.183899703885
1, 0.025, 6, 3.0, 0.27166883645, 0.567297633222, 0.963718146068, 0.01, 0.01, 0.01, 15.9, 0.19668890393
1, 0.025, 7, 1.5, 0.12303533313, 0.177943278548, 0.227392166401, 0.01, 0.01, 18.19, 81.87, 0.0343679459519
1, 0.025, 7, 1.75, 0.13038205167, 0.200680932234, 0.268313030866, 0.01, 0.27, 17.63, 73.54, 0.0442408992525
1, 0.025, 7, 2.0, 0.13810804681, 0.223369284526, 0.309274864174, 0.01, 0.51, 17.07, 60.32, 0.0539125166262
1, 0.025, 7, 2.25, 0.1456405361, 0.24457812436, 0.346810566167, 0.01, 0.59, 16.5, 52.97, 0.0627867217703
1, 0.025, 7, 2.5, 0.15270566052, 0.26320820007, 0.378881450551, 0.01, 0.62, 15.25, 46.73, 0.070400926474
1, 0.025, 7, 2.75, 0.15909697289, 0.278769272556, 0.40510459849, 0.01, 0.64, 13.9, 44.75, 0.0766146466598
1, 0.025, 7, 3.0, 0.16467895506, 0.291330725936, 0.426090265929, 0.01, 0.64, 11.58, 42.87, 0.0815358809083
1, 0.025, 8, 1.5, 0.099020589779, 0.127909288948, 0.151954476266, 0.01, 8.81, 52.23, 98.76, 0.0185721192253
1, 0.025, 8, 1.75, 0.10058050158, 0.136338291606, 0.167451658434, 0.01, 15.06, 47.31, 95.44, 0.0229820529302
1, 0.025, 8, 2.0, 0.10283594249, 0.144987699032, 0.183252094835, 0.01, 16.18, 45.19, 92.63, 0.0271147258163
1, 0.025, 8, 2.25, 0.10517945565, 0.153341535732, 0.198372778509, 0.01, 16.58, 43.99, 88.49, 0.0309654992927
1, 0.025, 8, 2.5, 0.10745753833, 0.16109720444, 0.212077479418, 0.01, 16.7, 41.25, 84.71, 0.0344610441227
1, 0.025, 8, 2.75, 0.10961957524, 0.16802704906, 0.223900323845, 0.01, 16.72, 39.24, 83.68, 0.037513855686
1, 0.025, 8, 3.0, 0.11162899033, 0.173998707238, 0.23369955662, 0.01, 16.73, 37.04, 82.9, 0.0400828104938
1, 0.025, 9, 1.5, 0.084828522367, 0.10131756018, 0.11490673228, 0.01, 34.31, 88.14, None, 0.0110172262588
1, 0.025, 9, 1.75, 0.083378850674, 0.1035171441, 0.120214633566, 0.01, 41.68, 84.92, None, 0.0133121260715
1, 0.025, 9, 2.0, 0.0834203465225, 0.10614338694, 0.125843216391, 0.01, 42.74, 84.29, None, 0.0151565048927
1, 0.025, 9, 2.25, 0.0834509866435, 0.108854707646, 0.131482545496, 0.01, 43.15, 83.53, None, 0.0169006734083
1, 0.025, 9, 2.5, 0.083586904184, 0.111464359319, 0.136819069464, 0.01, 43.3, 82.92, None, 0.0184819691796
1, 0.025, 9, 2.75, 0.0837666872195, 0.113919404801, 0.141713233991, 0.01, 43.37, 82.43, 99.91, 0.0199217530781
1, 0.025, 9, 3.0, 0.083973709699, 0.116178320965, 0.146064264052, 0.01, 43.39, 82.03, 99.4, 0.0212151821262
1, 0.05, 5, 1.5, 0.25991505841, 0.593786851406, 1.03294165784, 0.01, 0.01, 0.01, 12.61, 0.21146303956
1, 0.05, 5, 1.75, 0.31332304566, 0.782321916016, 1.46192611096, 0.01, 0.01, 0.01, 5.82, 0.305296932905
1, 0.05, 5, 2.0, 0.36681355534, 0.96354043143, 1.90384120433, 0.01, 0.01, 0.01, 3.67, 0.4004409213
1, 0.05, 5, 2.25, 0.41532791838, 1.1205166165, 2.34174883473, 0.01, 0.01, 0.01, 1.73, 0.493233362707
1, 0.05, 5, 2.5, 0.45638430096, 1.25503141296, 2.76987245601, 0.01, 0.01, 0.01, 1.18, 0.583022357562
1, 0.05, 5, 2.75, 0.48984621371, 1.3713588444, 3.18588303375, 0.01, 0.01, 0.01, 0.77, 0.669847383179
1, 0.05, 5, 3.0, 0.51669763144, 1.4714000493, 3.58899812232, 0.01, 0.01, 0.01, 0.47, 0.753875360575
1, 0.05, 6, 1.5, 0.16666371063, 0.28886607744, 0.409402474914, 0.01, 0.01, 1.62, 38.59, 0.0744014608535
1, 0.05, 6, 1.75, 0.18683010614, 0.350850520416, 0.525960320244, 0.01, 0.01, 1.27, 31.02, 0.10079671305
1, 0.05, 6, 2.0, 0.20735207272, 0.411527310554, 0.639939875352, 0.01, 0.01, 0.89, 21.92, 0.126437106392
1, 0.05, 6, 2.25, 0.22686862883, 0.46492115352, 0.741510583854, 0.01, 0.01, 0.59, 18.25, 0.149084231498
1, 0.05, 6, 2.5, 0.2443295275, 0.507682237346, 0.828150670028, 0.01, 0.01, 0.35, 17.47, 0.168087183557
1, 0.05, 6, 2.75, 0.25914891636, 0.542363600292, 0.900844351598, 0.01, 0.01, 0.16, 16.89, 0.183724766894
1, 0.05, 6, 3.0, 0.27124488056, 0.570218370376, 0.961400251652, 0.01, 0.01, 0.01, 15.86, 0.196525635489
1, 0.05, 7, 1.5, 0.12277126929, 0.178689880928, 0.225766998363, 0.01, 0.01, 18.17, 81.57, 0.0343789368864
1, 0.05, 7, 1.75, 0.13007923894, 0.20186516649, 0.266600981437, 0.01, 0.26, 17.61, 74.39, 0.044231523668
1, 0.05, 7, 2.0, 0.13780503503, 0.225144580676, 0.307639013065, 0.01, 0.5, 17.06, 60.64, 0.0538896759671
1, 0.05, 7, 2.25, 0.14535094255, 0.246896195062, 0.345372513606, 0.01, 0.59, 16.47, 53.04, 0.0627586332476
1, 0.05, 7, 2.5, 0.15243878642, 0.265178729382, 0.377687332513, 0.01, 0.62, 15.22, 46.64, 0.0703718673105
1, 0.05, 7, 2.75, 0.15885975344, 0.280377315918, 0.404142050039, 0.01, 0.64, 13.84, 44.7, 0.0765861233912
1, 0.05, 7, 3.0, 0.16447517026, 0.292611366374, 0.425323727684, 0.01, 0.64, 11.55, 42.39, 0.0815089441007
1, 0.05, 8, 1.5, 0.09899151096, 0.12840997685, 0.151344394628, 0.01, 9.04, 52.32, 98.83, 0.0185700327597
1, 0.05, 8, 1.75, 0.10049918887, 0.13702873059, 0.166800248153, 0.01, 15.12, 47.38, 95.51, 0.0229740980821
1, 0.05, 8, 2.0, 0.10274354687, 0.14590926385, 0.182610443668, 0.01, 16.2, 45.11, 92.46, 0.0271035979577
1, 0.05, 8, 2.25, 0.10508788183, 0.154282282096, 0.197776416375, 0.01, 16.59, 43.99, 88.3, 0.0309533664595
1, 0.05, 8, 2.5, 0.10736968108, 0.161950737794, 0.211552578148, 0.01, 16.7, 40.99, 84.67, 0.0344495892889
1, 0.05, 8, 2.75, 0.1095370285, 0.168773031266, 0.223459163221, 0.01, 16.72, 39.28, 83.72, 0.0375039399264
1, 0.05, 8, 3.0, 0.11155306559, 0.174628936434, 0.233341155997, 0.01, 16.73, 37.2, 82.96, 0.040074459159
1, 0.05, 9, 1.5, 0.084987672288, 0.101519410684, 0.114710789171, 0.01, 32.93, 88.05, None, 0.0110236491261
1, 0.05, 9, 1.75, 0.083408320348, 0.103823643432, 0.119978191943, 0.01, 41.82, 84.87, None, 0.013307252068
1, 0.05, 9, 2.0, 0.083021157195, 0.106545341654, 0.125736366456, 0.01, 43.63, 83.97, None, 0.0153025896199
1, 0.05, 9, 2.25, 0.083008110658, 0.109264912898, 0.131405436399, 0.01, 44.05, 83.23, None, 0.017064513389
1, 0.05, 9, 2.5, 0.083105193201, 0.111875420626, 0.136776891468, 0.01, 44.2, 82.64, None, 0.0186625040642
1, 0.05, 9, 2.75, 0.083249039331, 0.114325318236, 0.141708920048, 0.01, 44.27, 82.15, 99.94, 0.0201177875379
1, 0.05, 9, 3.0, 0.083422774513, 0.11657375101, 0.146098359476, 0.01, 44.29, 81.74, 99.41, 0.021425381759
1, 0.1, 5, 1.5, 0.25566804423, 0.606062377006, 0.998349472322, 0.01, 0.01, 0.01, 12.36, 0.211423742191
1, 0.1, 5, 1.75, 0.30902823727, 0.794318255456, 1.42434553016, 0.01, 0.01, 0.01, 5.86, 0.30365263749
1, 0.1, 5, 2.0, 0.36272606176, 0.974370841968, 1.86564986618, 0.01, 0.01, 0.01, 3.95, 0.397533236855
1, 0.1, 5, 2.25, 0.41175925158, 1.13598483458, 2.30373456335, 0.01, 0.01, 0.01, 1.79, 0.489371491965
1, 0.1, 5, 2.5, 0.45343211475, 1.27769722678, 2.73237386938, 0.01, 0.01, 0.01, 1.21, 0.578460275288
1, 0.1, 5, 2.75, 0.48746398322, 1.39570588422, 3.14905814473, 0.01, 0.01, 0.01, 0.8, 0.664770665154
1, 0.1, 5, 3.0, 0.51479296372, 1.49225681394, 3.55291155932, 0.01, 0.01, 0.01, 0.48, 0.748415517052
1, 0.1, 6, 1.5, 0.16559187066, 0.292909707386, 0.400094298653, 0.01, 0.01, 1.64, 37.77, 0.0748684116753
1, 0.1, 6, 1.75, 0.18520726036, 0.354890415142, 0.516179230172, 0.01, 0.01, 1.31, 32.04, 0.100950710275
1, 0.1, 6, 2.0, 0.20575478652, 0.41518012961, 0.630854884474, 0.01, 0.01, 0.92, 21.8, 0.126351727438
1, 0.1, 6, 2.25, 0.22539351926, 0.468660296426, 0.733610513575, 0.01, 0.01, 0.61, 18.19, 0.148850261888
1, 0.1, 6, 2.5, 0.24304469914, 0.513377095044, 0.821451890063, 0.01, 0.01, 0.36, 17.43, 0.16777531892
1, 0.1, 6, 2.75, 0.25808124245, 0.549317666714, 0.895219943718, 0.01, 0.01, 0.17, 16.87, 0.18338702693
1, 0.1, 6, 3.0, 0.27038543728, 0.57578343529, 0.956703210596, 0.01, 0.01, 0.01, 15.79, 0.196194434853
1, 0.1, 7, 1.5, 0.12225268564, 0.180201259252, 0.22254274688, 0.01, 0.01, 18.12, 80.79, 0.0345373583547
1, 0.1, 7, 1.75, 0.12947516389, 0.20340453682, 0.263178295121, 0.01, 0.24, 17.56, 77.82, 0.0443254641226
1, 0.1, 7, 2.0, 0.137198112, 0.226606129466, 0.304346392786, 0.01, 0.5, 17.03, 61.69, 0.0539197780597
1, 0.1, 7, 2.25, 0.14476961658, 0.24825770209, 0.34246283907, 0.01, 0.58, 16.42, 53.41, 0.0627447375321
1, 0.1, 7, 2.5, 0.15190191333, 0.267241325572, 0.375263851101, 0.01, 0.62, 15.14, 45.98, 0.070332305842
1, 0.1, 7, 2.75, 0.15838153267, 0.2830729916, 0.402185929927, 0.01, 0.64, 13.74, 44.49, 0.0765333127922
1, 0.1, 7, 3.0, 0.16406355885, 0.295044967472, 0.423765168543, 0.01, 0.64, 11.51, 41.37, 0.0814516980179
1, 0.1, 8, 1.5, 0.098944126516, 0.128966442088, 0.150136673531, 0.01, 9.02, 52.35, 98.99, 0.018603142704
1, 0.1, 8, 1.75, 0.10033964462, 0.137612521854, 0.165499240711, 0.01, 15.24, 47.7, 95.89, 0.0229859486009
1, 0.1, 8, 2.0, 0.1025590703, 0.146478736506, 0.181323180324, 0.01, 16.22, 44.93, 91.95, 0.0271022134486
1, 0.1, 8, 2.25, 0.10490441941, 0.155034319254, 0.196575030183, 0.01, 16.6, 43.95, 88.03, 0.0309424844037
1, 0.1, 8, 2.5, 0.10719343259, 0.16296569741, 0.210491200882, 0.01, 16.7, 40.64, 84.68, 0.0344333773664
1, 0.1, 8, 2.75, 0.10937122912, 0.170039300776, 0.222564515595, 0.01, 16.72, 39.32, 83.78, 0.0374857532194
1, 0.1, 8, 3.0, 0.11140037149, 0.17583932469, 0.232612937654, 0.01, 16.73, 37.67, 83.01, 0.0400561231411
1, 0.1, 9, 1.5, 0.085337389981, 0.101885075996, 0.114330276349, 0.01, 33.97, 87.93, None, 0.0110814395448
1, 0.1, 9, 1.75, 0.083497396233, 0.104184154618, 0.119507403016, 0.01, 40.39, 84.85, None, 0.0133076736897
1, 0.1, 9, 2.0, 0.083032181878, 0.106987511016, 0.125257963168, 0.01, 43.64, 84.01, None, 0.0152915937532
1, 0.1, 9, 2.25, 0.083003572386, 0.109807989852, 0.130944569391, 0.01, 44.04, 83.32, None, 0.0170516391364
1, 0.1, 9, 2.5, 0.08309551126, 0.112460244976, 0.136347404494, 0.01, 44.19, 82.69, None, 0.0186497086213
1, 0.1, 9, 2.75, 0.083236460761, 0.114865883218, 0.141321536172, 0.01, 44.26, 82.21, None, 0.0201057145838
1, 0.1, 9, 3.0, 0.083408254777, 0.117062168938, 0.145759926996, 0.01, 44.28, 81.84, 99.46, 0.0214145392683
